listing_id,price,log_price,vehicle_brand,vehicle_model,vehicle_model_year,vehicle_age,vehicle_mileage_km,is_mileage_missing,vehicle_engine_cc,is_engine_cc_missing,vehicle_fuel_type,vehicle_transmission,vehicle_color,vehicle_condition,is_plate_number,brand_category,province,location_tier,seller_type,initial_price,price_drop_amount,has_price_drop,price_increase_amount,has_price_increase,days_on_market,view_velocity,has_full_option,is_urgent_sale,scraped_at
13860831,4650.0,8.444837529224097,Kia,Morning,2007,19,100000.0,1,2000.0,1,Petrol,Automatic,White,used,1,Mass_Market,Phnom Penh,Tier_1,individual,4650.0,0.0,0,0.0,0,17.7,0.0,0,1,2026-08-25 10:14:45.554152+00
13613498,5750.0,8.657129031713755,Kia,Morning,2009,17,100000.0,1,2000.0,1,Petrol,Automatic,Silver,used,1,Mass_Market,Phnom Penh,Tier_1,individual,5750.0,0.0,0,0.0,0,75.0,0.0,0,0,2026-08-20 08:37:23.586264+00
13552757,5850.0,8.674367865788236,Kia,Morning,2009,17,100000.0,1,2000.0,1,Petrol,Automatic,Silver,used,1,Mass_Market,Phnom Penh,Tier_1,store,4850.0,0.0,0,1000.0,1,96.9,0.0,0,0,2026-08-27 12:17:35.929629+00
13897057,3000.0,8.006700845440367,Kia,Morning,2017,9,100000.0,1,2000.0,1,Diesel,Automatic,Other,used,1,Mass_Market,Phnom Penh,Tier_1,individual,3000.0,0.0,0,0.0,0,0.0,0.0,0,0,2026-08-17 08:51:04.500396+00
13893814,3400.0,8.131824785007195,Kia,Morning,2004,22,100000.0,1,2000.0,1,Petrol,Automatic,Unknown,used,1,Mass_Market,Kampong Cham,Tier_2,individual,3400.0,0.0,0,0.0,0,1.7,0.0,0,0,2026-08-18 10:18:55.822877+00
13923883,3450.0,8.146419323098003,Kia,Morning,2004,22,100000.0,1,2000.0,1,Petrol,Automatic,Green,used,1,Mass_Market,Phnom Penh,Tier_1,individual,3450.0,0.0,0,0.0,0,2.7,0.0,0,0,2026-08-27 12:20:04.880071+00
13260865,5800.0,8.665785595466064,Kia,Morning,2004,22,100000.0,1,2000.0,1,Petrol,Automatic,White,used,1,Mass_Market,Phnom Penh,Tier_1,store,5800.0,0.0,0,0.0,0,171.6,0.0,0,0,2026-08-26 03:09:08.193478+00
13929430,5200.0,8.556606193773073,Kia,Morning,2008,18,100000.0,1,2000.0,1,Petrol,Automatic,White,used,1,Mass_Market,Phnom Penh,Tier_1,individual,5200.0,0.0,0,0.0,0,0.0,0.0,0,0,2026-08-26 03:06:39.147844+00
13474589,6150.0,8.724369949208368,Kia,Morning,2011,15,100000.0,1,2000.0,1,Petrol,Automatic,White,used,1,Mass_Market,Phnom Penh,Tier_1,individual,6150.0,0.0,0,0.0,0,113.0,0.0,1,0,2026-08-25 10:28:27.133003+00
13910594,6500.0,8.77971129020447,Kia,Morning,2010,16,100000.0,1,2000.0,1,Petrol,Automatic,Grey,used,1,Mass_Market,Phnom Penh,Tier_1,individual,6500.0,0.0,0,0.0,0,0.0,0.0,0,0,2026-08-21 02:53:21.103096+00
13775385,7900.0,8.974744612722734,Kia,Morning,2013,13,100000.0,1,2000.0,1,Petrol,Automatic,Other,used,0,Mass_Market,Phnom Penh,Tier_1,store,7900.0,0.0,0,0.0,0,33.0,0.0,0,0,2026-08-18 10:18:52.052057+00
13872317,8300.0,9.024131268455035,Kia,Morning,2013,13,100000.0,1,2000.0,1,Petrol,Automatic,Gold,used,0,Mass_Market,Phnom Penh,Tier_1,store,8300.0,0.0,0,0.0,0,11.9,0.0,0,0,2026-08-23 02:52:50.506449+00
13775260,8300.0,9.024131268455035,Kia,Morning,2013,13,100000.0,1,2000.0,1,Petrol,Automatic,Unknown,used,0,Mass_Market,Phnom Penh,Tier_1,store,8300.0,0.0,0,0.0,0,40.7,0.0,0,0,2026-08-26 03:03:04.370246+00
13875733,7900.0,8.974744612722734,Kia,Morning,2013,13,100000.0,1,2000.0,1,Petrol,Automatic,White,used,0,Mass_Market,Phnom Penh,Tier_1,individual,7900.0,0.0,0,0.0,0,15.7,0.0,0,0,2026-08-27 12:17:59.389246+00
13623621,7750.0,8.955577146281511,Kia,Morning,2013,13,100000.0,1,2000.0,1,Petrol,Automatic,Blue,used,1,Mass_Market,Phnom Penh,Tier_1,store,7750.0,0.0,0,0.0,0,79.7,0.0,0,0,2026-08-27 12:17:37.088271+00
13929598,8900.0,9.093918908958932,Kia,Morning,2013,13,100000.0,1,2000.0,1,Petrol,Automatic,White,used,0,Mass_Market,Phnom Penh,Tier_1,store,8900.0,0.0,0,0.0,0,0.0,0.0,0,0,2026-08-26 03:00:23.575061+00
13734065,8200.0,9.012011377036412,Kia,Morning,2013,13,100000.0,1,2000.0,1,Petrol,Automatic,Unknown,used,0,Mass_Market,Phnom Penh,Tier_1,individual,8200.0,0.0,0,0.0,0,46.7,0.0,1,0,2026-08-22 02:44:46.733212+00
13923134,8200.0,9.012011377036412,Kia,Morning,2013,13,100000.0,1,2000.0,1,Petrol,Automatic,Green,used,1,Mass_Market,Phnom Penh,Tier_1,individual,8200.0,0.0,0,0.0,0,0.0,0.0,0,0,2026-08-24 10:11:18.273739+00
13921564,7890.0,8.973478148521036,Kia,Morning,2013,13,100000.0,1,2000.0,1,Petrol,Automatic,White,used,0,Mass_Market,Phnom Penh,Tier_1,individual,7890.0,0.0,0,0.0,0,1.7,0.0,0,0,2026-08-26 03:09:02.21444+00
13819738,4999.0,8.517193191416238,Kia,Morning,2009,17,100000.0,1,2000.0,1,Petrol,Automatic,Silver,used,1,Mass_Market,Phnom Penh,Tier_1,store,4900.0,0.0,0,99.0,1,30.1,0.0,0,0,2026-08-27 12:14:24.851368+00
